name,address,datetimes,place,organizers,description,categories,event_url,label,label_b,label_c,label_d
Luiza Brina - Tão Tá,"Avenida República do Chile, 100, Centro, 20031-917 Rio de Janeiro, Rio de Janeiro",['2019-01-17 07:00:00'],BNDES,['BNDES'],"Luiza Brina se apresenta no palco do Quintas no BNDES, dia 17. As pequenas e ordinárias odisseias humanas – as relações de afeto, saudades atadas e desatadas ao sabor do tempo, memórias de viagens – foram as inspirações para “Tão Tá” – trabalho autoral da cantora, compositora e multi-instrumentista mineira Luiza Brina. O trabalho conta com uma formação inusitada: quarteto de sopros, contrabaixo, trio de percussão e a voz e o violão de Luiza.  <br>ENTRADA FRANCA: <br>Pré-reserva pela internet a partir das 10h de segunda-feira, 14.01.2019, em <br>. <br>No dia do show, distribuição de ingressos a partir das 18h.<br>*****<br>O Espaço Cultural BNDES trabalha com um sistema misto de distribuição de ingressos dos eventos Quartas Instrumentais e Quintas no BNDES.","['Music', 'Kid Friendly', 'Concert']",https://www.facebook.com/events/1012116672294319,,,,
Todo Carnaval tem seu FIM! :: Especial Los Hermanos 9/3 Sáb,"Av Mem de Sá, 61 Lapa, 20230-150 Rio de Janeiro, Rio de Janeiro",['2019-03-09 09:00:00'],La Esquina,"['Especial Los Hermanos', 'Camelo Frases', 'Los Britânicos']",""" Deixa eu brincar de ser feliz, deixa eu pintar o meu nariz "" <br>Já é tradição! Todo carnaval tem seu fim, mas o nosso, a gente sempre termina como manda o figurino! Com muito Los Hermanos!<br>Dia 9/3 Sábado no La Esquina!  <br>---------------------------------------------------------------------<br>PRA NÓS TODO AMOR DO MUNDO .... !!! ❤<br>Eles estão de Volta ! Especial Los Hermanos ! <br>A Banda cover Sucesso de Crítica e Público que viajou o Brasil saciando a saudade dos Fãs dos Los Hermanos, faz seu último show no La Esquina, antes da Turnê 2019 dos barbudos mais amados do Brasil! <br>Com Bubu ( Trompetista oficial do Los Hermanos ) e Cia! Um show com 2hs de duração com o melhor dos caras! No Set List um mix das canções de todos os discos e releituras que a banda fez ao longo da carreira ! ""Último Romance"", ""Além do que se vê"", ""Quem Sabe"", ""A palo Seco"", ""Todo Carnaval tem Seu Fim"",""Tenha Dó"", Pierrot tem presença Garantida ! <br>CURTA : <br>AINDA NÃO CONHECE ? <br>---------------------------------------------------<br>2 Andares cheios de Alegria pra quem curtir nosso festão!<br>Vale pedir música, foto divertida e otras cositas más ! <br>INGRESSOS ANTECIPADOS PROMOCIONAIS <br>( Somente OnLine ) :<br>Compre nos cartões de Crédito, no Débito ou Boleto Bancário<br>LINK PARA COMPRA ►  <br>►  DUPLO PROMOCIONAL - R$40<br>Compre 1 e leve 1 acompanhante, quem você quiser!   ( Apenas 30 Unidades) <br>► 1° LOTE ANTECIPADO - R$25 <br>► LISTA DE ANIVERSÁRIO - R$25( Leia as Informações abaixo)<br>► LISTA AMIGA : R$30 ( A lista amiga válida até 00h )<br>Para Lista Amiga, poste o nome no mural ou envie para caixadebaruho@gmail.com até o dia do evento, 17hs.<br>*** A lista amiga, e de aniversário, não garantem entrada no caso de lotação.<br>► NA HORA > R$35 <br>✪ Atenção ✪<br>_Compras com boleto somente até 5 dias antes do evento.<br>Serviço: TODO CARNAVAL TEM SEU FIM - ESPECIAL LOS HERMANOS<br>Data:9 DE MARÇO | SÁBADO<br>Local - LA ESQUINA - Av Mem de sá - 61 - Lapa<br>ABERTURA DA CASA : COM DJ - 20H - <br>SHOW  - 23:30<br>Censura - 18 anos<br>Whats app da Produção<br>☏ (21) 98358 7736<br>PROGRAMACCIÓN**:<br>CELEBRE TU ANIVERSÁRIO*:<br>Aniversariante da semana, com 6 (seis) convidados presentes da sua lista de aniversário, ganha sua entrada e de mais um acompanhante. Seus convidados ganham a entrada no valor promocional da lista de aniversário, R$25 válido entrando até a meia noite. Aniversariante do dia, mesmo sem lista, ganha a entrada.<br>Com 15 convidados da sua lista presentes, além das duas entradas você ganha ganha 70 reais para consumir o que quiser. **Promoção por tempo limitado<br>A lista de aniversário deve ser enviada para caixadebarulho@gmail.com  até as 17h do dia do evento. Favor não esquecer de informar o dia ou nome do evento.O envio da lista amiga NÃO garante reserva de mesas.<br>É permitida uma torta por aniversariante. Nós fornecemos os pratos , os garfos e a vela estrelinha para o parabéns!<br>Excepcionalmente em alguns eventos podem acontecer alterações, favor consultar as informações detalhadas na descrição do evento.<br>LISTA AMIGA:<br>Postar o nome no mural no evento no facebook ou e-mail para caixadebarulho@gmail.com. A lista amiga não tem limite, válida até a meia-noite e deve ser enviada até às 18h do dia do evento. Os nomes não devem conter hífen ou qualquer tipo de numeração ou bullet. Favor mencionar o evento no assunto ou corpo da mensagem. O envio da lista amiga NÃO garante reserva de mesas, e não garante entrada no caso de lotação. <br>RESERVAR MESAS:<br>Faça tua reserva!. As reservas são gratuitas, válidas até as 21:30h e limitadas a 10 (dez) lugares no mezanino e 15 (quinze) lugares no segundo andar. Não temos mapa de mesas. Os shows são assistidos da pista e as mesas não tem visão plena do palco.<br>Grupos com reservas maiores de 15 lugares também são bem-vindos. Por favor entre em contato com a gente.<br>Para cancelar por favor nos informe com antecedência.<br>FORMAS DE PAGAMIENTO:<br>Aceitamos cartões de débito e crédito. Não aceitamos cheques.<br>O valor de entrada é cobrado preferencialmente em dinheiro na portaria. Sistema de consumo por cartões/comandas individuais.<br>Todas as comandas tem limite de consumo de 150 reais por motivos de segurança.<br>ADVERTENCIAS:<br>1. É proibida a entrada de menores de 18 anos;<br>2. Permitimos maiores de 16 anos acompanhados do responsável legal (pai ou mãe) com assinatura de termo de responsabilidade na portaria;<br>3. É obrigatória a apresentação de documento de identificação original com foto para entrada;<br>Qualquer outra dúvida estamos a disposição. Salud!<br>La Esquina",['Party'],https://www.facebook.com/events/550368968810685,,,,
Gravação DVD Ludmilla no Rio de Janeiro - 14/02,"Av. Embaixador Abelardo Bueno, 22775040 Rio de Janeiro, Rio de Janeiro",['2019-02-14 09:00:00'],Jeunesse Arena,['Ludmilla'],"GRAVAÇÃO DO DVD DA LUDMILLA NA JEUNESSE ARENA.<br>Saiba mais:<br>Após o sucesso de seus hits em 2018 (Batom, Solta a Batida, Jogando Sujo, DinDinDin, Não Encosta e, o mais recente, Clichê), Ludmilla vai iniciar 2019 a todo o vapor! A cantora já prepara novos lançamentos e parcerias para o ano que vem, e um deles será a gravação de seu primeiro DVD. Consagrada na carreira musical e conhecida por lançar grandes hits de sucesso, Ludmilla entendeu que esse seria o momento certo para lançar seu primeiro DVD, um projeto que vai mostrar ainda mais sua versatilidade como artista, além de contar com 12 músicas inéditas e colaborações de vários artistas de diferentes nichos musicais,. O show será feito na Arena Jeunesse, localizada no Parque Olímpico do Rio de Janeiro, e contará com as participações de diversos artistas nacionais e internacionais! <br>A ideia é que o DVD possa contar, em músicas e participações especiais, toda sua trajetória musical, de uma menina nascida em Duque de Caxias, e que iniciou cedo na carreira musical, aos oito anos de idade, quando, à época, era conhecida apenas nas rodas de pagode e samba que a família sempre promoveu, e que teve seu grande destaque com o funk Fala Mal de Mim, em 2012, gênero que até então sofria grandes preconceitos sociais. Enfrentando a tudo e a todos, a cantora quebrou as barreiras e a partir daquele momento passou a fazer diversos shows e apresentações em programas do Brasil inteiro. Em 2014 veio a virada na carreira, após assinar um contrato com a Warner Music e fazer uma mudança artística e musical completa. <br>A nova fase musical de Ludmilla ficou marcada por toda a sua versatilidade e potência vocal, surpreendendo e agradando os críticos. Sempre inovadora e irreverente, a cantora não aceitou ficar presa em apenas um nicho da música e, a partir de então, passou a investir cada vez mais em vários gêneros musicais. Desde sempre sua carreira foi marcada por grandes hits, mesmo com toda a mudança ela emplacou músicas como Sem Querer e o primeiro álbum, Hoje, que teve suas faixas nas paradas musicais da Billboard Brasil. Após o sucesso do álbum, Ludmilla soltou o clipe da faixa homônima do álbum, que hoje contabiliza mais de 98 milhões de visualizações no YouTube. <br>O álbum seguinte, A Danada Sou Eu, foi lançado em 2016. À época, Ludmilla já era considerada uma das cantoras referências no Brasil, inspirando milhões de fãs. Consagrada em sua profissão, o álbum foi indicado ao Grammy Latino, na categoria de Melhor Álbum Pop Contemporâneo de 2017. Sem medo de arriscar, o projeto musical contou com referências no POP e R&B, como a música Bom, que ganhou diversos elogios. <br>Tudo isso será contado em músicas que são hits até hoje e em 12 canções totalmente inéditas, que vão surpreender os fãs. <br>Considerada a artista negra mais seguida no Instagram, com mais de 12 milhões de seguidores na plataforma, Ludmilla é uma das cantoras pop mais popular do Brasil, e tudo isso com apenas 23 anos de idade. Lembrando que todo esse sucesso a levou a realizar duas turnês pela Europa. <br>Ludmilla lança um hit atrás do outro, como nenhuma outra artista no Brasil consegue fazer. São singles como Cheguei, Te Ensinei Certin, Não Quero Mais, 24 Horas Por Dia, Solta a Batida, Não Enconsta, DinDinDin, Jogando Sujo e muitos mais! Só em 2018 foram seis hits entre singles e participações. Recentemente ela lançou a música Clichê, em parceria com Felipe Araújo, que em menos de uma semana alcançou os charts no Spotify e virou parte da trilha sonora da novela das 21h, O Sétimo Guardião (Rede Globo), sendo o tema do casal protagonista. A carreira, sempre muito bem planejada, culmina nesse momento tão importante e especial, que é a gravação do DVD.","['Music', 'Concert']",https://www.facebook.com/events/287910715401812,,,,
Paulinho Moska no Teatro Riachuelo Rio,"Rua do Passeio, 40, 20021-290 Rio de Janeiro, Rio de Janeiro",['2019-01-29 08:00:00'],Teatro Riachuelo Rio,['Paulinho Moska'],"📄 “Que beleza”...em tempos de pouca fé e muito ódio, Moska abre seu novo álbum falando, fuçando, apontando Beleza e Medo, assim, complementares que são, com letras maiúsculas. Um artista que sempre cantou principalmente o amor e seus desdobramentos, se sente compelido a afiar a língua em outras direções, sinal dos tempos e de sua necessidade de falar do que está vendo e sentindo na pele. Ele lança seus dardos-pensamentos-canções, em direção ao alvo perfeito que somos nós, seus ávidos ouvintes, acostumados ao alento que sua arte sempre nos proporcionou.<br>💵 Meia-Entrada<br>A comprovação da meia-entrada deverá ser apresentada no ato da compra e no dia do evento.<br>Confira todas as condições de meia-entrada e seus respectivos documentos comprobatórios no link <br> ou no informativo abaixo:<br>👉 Estudantes: conforme Lei Federal nº 12.933/2013, Decreto Federal nº 8.537/15 - observada Medida Cautelar Provisória concedida pelo STF em 29/12/2015 – e Lei Estadual do Rio de Janeiro nº 2.519/96;<br>Documento Comprobatório:<br>Carteira de Identificação Estudantil (CIE), emitida pela ANPG, UNE, Ubes, entidades estaduais e municipais, Diretórios Centrais dos Estudantes, Centros e Diretórios Acadêmicos, conforme modelo único nacionalmente padronizado (art. 3º do Decreto Federal nº 8.537/2015);<br>Não serão aceitos boletos bancários, declaração de matrícula e carteirinhas fora do padrão acima.<br>👉 Idosos: conforme Lei Federal nº 10.741/03);<br>Documento Comprobatório:<br>Documento de identidade oficial com foto;<br>👉 Portadores de necessidades especiais e acompanhante: conforme Lei Federal nº 12.933/2013, Decreto Federal nº 8.537/2015 e Lei Estadual do Rio de Janeiro nº 4.240/03;<br>Documento Comprobatório:<br>Cartão de Benefício de Prestação Continuada da Assistência Social da Pessoa com Deficiência ou de documento emitido pelo Instituto Nacional do Seguro Social - INSS que ateste a aposentadoria de acordo com os critérios estabelecidos na Lei Complementar nº 142, de 8 de maio de 2013. No momento de apresentação, esses documentos deverão estar acompanhados de documento de identidade oficial com foto (art. 6º, incisos I e II e §1º do Decreto Federal nº 8.537/2015);<br>👉 Jovens entre 15 e 29 anos pertencentes a famílias de baixa renda: conforme Lei Federal nº 12.933/2013 e Decreto Federal nº 8.537/2015;<br>Documento Comprobatório:<br>Carteira de Identidade Jovem que será emitida pela Secretaria Nacional de Juventude (“Identidade Jovem”), acompanhada de documento de identificação com foto expedido por órgão público e válido em todo o território nacional (art. 5º do Decreto Federal nº 8.537/2015);<br>👉 Menores de 21 anos: conforme Lei Estadual do Rio de Janeiro º 3.364/00;<br>Documento Comprobatório:<br>Qualquer documento de identidade expedido pelos órgãos públicos (art. 3º da Lei Estadual RJ nº 3.364/00); e<br>👉 Professores e profissionais da rede pública municipal de ensino do RJ: conforme Lei Municipal do Rio de Janeiro nº 3.424/02 – com redação dada pela Lei Municipal nº 5.844/15.<br>Documento Comprobatório:<br>Carteira funcional emitida pela Secretaria Municipal de Educação do Rio de Janeiro (art. 3º da Lei Estadual RJ nº 3.424/02, redação dada pela Lei Municipal do RJ nº 5.844/15).<br>***<br>🎤 SERVIÇO – PAULINHO MOSKA<br>📍 Local: Teatro Riachuelo Rio - Rua do Passeio, 40 - Cinelândia<br>🗓 Data: 29 de Janeiro<br>⚠️ Classificação: 18 anos<br>⏰ Horário: 20h<br>💳 Vendas: <br>💰 Preços: Balcão: R$50 (inteira) e R$25 (meia) | Platéia: R$90 (inteira) e R$45 (meia) | Balcão Nobre: R$80 (inteira) e R$40 (meia) | Platéia VIP: R$110 (inteira) e R$55 (meia)","['Music', 'Concert', 'Música popular brasileira']",https://www.facebook.com/events/370330420196060,,,,
Subcena: Zarvos + Oliveira / Coletivo Manifestação Pacífica,"Visconde de Silva, 55 - Botafogo, 22271091 Rio de Janeiro, Rio de Janeiro",['2019-01-14 08:00:00'],Audio Rebel,"['Quintavant / QTV', 'kza1']","14/01 Subcena: Guilherme Zarvos + Bernardo Oliveira apresentando ""South Korean Women's Kiss"" / Coletivo Manifestação Pacífica<br>Subcena, programa mensal de poesia e sonoridades, inicia o segundo ano com o encontro de duas pedras angulares do experimental carioca: Guilherme Zarvos e Bernardo Oliveira. Pela primeira vez juntos, o encontro promete um teste de inconsciência, retomando o que há da primeva humanidade enquanto caminhamos diretamente para o centro do Apocalipse. Coletivo Manifestação Pacífica em tempos de revisionismo, fará uma apresentação simultânea da performance ""sonhos verde-oliva"" e da instalação ""nada pode ter como seu destino outra coisa que não a sua origem"".<br>Horário: 20h<br>Ingressos: R$20","['Art', 'Poetry', 'Adult contemporary music']",https://www.facebook.com/events/1096955943819499,,,,
Etnohaus com vida .:. Pedro Franco > Lançamento do disco!,"Palmeiras, 26, 22270-070 Rio de Janeiro, Rio de Janeiro",['2019-01-19 08:00:00'],etnohaus,['Pedro Franco'],"Noite especialíssima em que abriremos as portas para o lançamento do disco do super músico <br> !<br>Lançado em dezembro de 2017, o disco que leva seu nome  apresenta composições e arranjos próprios, com direção musical do violonista Marco Pereira. O disco acaba de sair do forno e chegará quentinho em vossas mãos e ouvidos!<br>O álbum conta com sete composições de Pedro, uma improvisação livre, “Samba da Lu” de Marco Pereira, e “Spain”, de Chick Corea, esta última em seu primeiro arranjo para violão solo. Estão registradas as riquezas de diversas formações, como quarteto de violões, quarteto de cordas, trio, duo e solo.<br>“Esse disco apresenta várias maneiras de fazer música, tem improvisação, tem música de câmara, tem choro, tem jazz e tem também um tema com influência da música tradicional do Rio Grande do Sul que o Marco apelidou de “gauchita”, conta Pedro.<br>O show será na formação de trio e a noite promete arrepios musicais! O disco físico estará disponível para venda. Vai ser demais e você não é louca/o de perder!!   \o/<br>E pra coroar, PARTICIPAÇÕES ESPECIAIS:<br> e <br> !!<br>>> BANDA:<br>Pedro Franco: Violão de 7<br>Pablo Arruda: Contrabaixo<br>Cassius Theperson: Bateria <br>>> SERVIÇO:<br>< ABERTURA DA CASA > 19:00<br>< INÍCIO DO SHOW > 20:00<br>< CONTRIBUIÇÃO SUGERIDA > R$ 20,00 <br>Sala Jacutinga sujeita à lotação: 45 lugares<br>Aceitamos cartões no bar: Visa, Mastercard, Maestro e Elo<br>Mais informações: etnohaus@gmail.com<br> <br> <br> <br> <br> <br> <br> <br> <br>>> SOBRE PEDRO:<br>Pedro Franco, gaúcho de Porto Alegre, é compositor, arranjador e virtuose em seus instrumentos. Muito cedo, aos oito anos, já tinha decidido seguir a carreira de músico e a brincadeira, que logo virou coisa muito séria, o levou a ingressar na Escola da OSPA (Orquestra Sinfônica de Porto Alegre), para estudar choro com o professor Luiz Machado e violão com Daniel Sá.  Mudando-se para o Rio de Janeiro em 2010, cidade onde reside atualmente, passou pela UFRJ (Universidade Federal do Rio de Janeiro), onde cursou Bacharelado em Violão. <br>Em 2017 lançou seu primeiro disco “Pedro Franco” que contou com a direção musical de Marco Pereira e obteve uma indicação como Revelação ao Prêmio da Musica Brasileira em 2018. Além de seu trabalho solo, acompanha algumas artistas de renome como Maria Bethânia, Zélia Duncan e Roberta Sá, e diversos outros nomes da música contemporânea brasileira, em shows, turnês e gravações.","['Music', 'Música popular brasileira']",https://www.facebook.com/events/223958698527296,,,,
Baile do Furduncin + Furacão2000: A Primeira atabacada do ano,"R. Vicente Francisco do Santos, 584, 23075-470 Rio de Janeiro, Rio de Janeiro",['2019-01-19 11:00:00'],Sítio Zezé Maini,['Baile do Furduncin'],"ADEUS ANO VELHO, FELIZ SARRADA NOVA...<br>E ai, sentiram falta do baile funk mais amado de CG? Sim, né?! Então prepara o cy que a Tropa do Furduncin ta de volta, e mais pesada do que nunca.<br>Fizemos uma pesquisa e segundo o datafunk a melhor edição de todas foi a da Equipe Poderosa, e tambem estamos sabendo que todo mundo aqui ta doido pra ver o Sitio Zezé Maine tremer ao som daquele paredão poderoso na nossa primeira sarrada do ano.<br>SENDO ASSIM, PODE ENTRAR, FURACÃO 2000!!!!! VEM FAZER O VERDADEIRO FURDUNÇO!<br>E o squad pesado de djs? Com muito FUNK, TRAP, HIPHOP, DANCEHALL, RAP, POP, HITS.. Os djs mais incríveis da região prometeram te deixar com dores lombares..<br>• WAGNER MONTEIRO<br>• LEXXIE<br>• RAQUEL DIAS<br>• LC 22<br>• VITOR MENCARELLI<br>✧ Venda de copos, camisas e bonés BDF.<br>✧ Cobertura de fotografia e filmagem por SEGUE O BAILE e LGNDARY.<br>✧ Laricas a venda<br>✧ Stand de glitter/pintura temática <br>✧ Furdunshots: Aquele drink louco de boas-vindas pra entrar no clima<br>✧ Furkolés: Um sacolé alcoólico supimpa pra esfriar um pouco o fogo do seu rabo.<br>✧ Distribuição de acessórios de festa, pirulitos, balas..<br>💰Qual o esquema, bebê?💰(na hora)<br>- Vodka + Mistura + 20,00<br>- 2 Catuabas + 20,00<br>- 1 Vinho + Mistura + 20,00<br>- Ceverja+ 20,00<br>- 50,00 s/ bebida <br>Mistura: Energético, Suco de caixinha ou Refrigerante <br>🎈Aniversariantes mês de JANEIRO🎈<br>Regras: a lista deve conter no mínimo 5 e máximo 20 convidados. Listas devem ser enviadas como mensagem para a pagina Baile do Furduncin até o dia 18/01 às 18h<br>Benefícios: Com 5 amigos pagantes da lista o aniversariante é VIP a noite toda e tem direito a fila exclusiva.<br>✨Quer conhecer e dar match com quem também vai no Baile do Furduncin + Furacão2000? <br>Baixe o Poppin agora! <br> ✨<br>⚠ O BDF não tolera nenhum tipo de agressão ou discriminação, por aqui toda forma de amor é válida e o respeito predomina.<br>Evento +18",['Dance'],https://www.facebook.com/events/217540962466171,,,,
Excursão 1ª Parada LGBT  no Baile da Gaiola,"BAILE DA GAIOLA, Rio de Janeiro, Rio de Janeiro",['2019-01-26 09:00:00'],Baile da Gaiola original,['Pedro Excursões'],"Excursão 1ª Parada LGBT 🏳️‍🌈 do Baile da Gaiola 💃🏽 + Praia Barra da Tijuca 🏖<br>*Ida: 26/01/2019 ⤴️<br>*Volta: 27/01/2019 - 17:00h⤵️<br>*Saída Juiz de Fora: 21:00h em frente ao Santa Cruz Shopping🕘<br>*Saída Simão Pereira: 22:00h em frente a Prefeitura Municipal🕙<br>*Valor R$ 80,00 incluso:<br>•Transporte Baile 🚍<br>•Transporte Praia 🚍<br>•Água Mineral 💧<br>•Desconto na Praia ao alugar cadeiras e sombrinhas ⛱<br>•Wifi Praia📡<br>•Ônibus:Confortável e Seguro ✅<br>•Banheiro ✅<br>•Frigobar ✅<br>*Chegada prevista ao Baile 💃🏽 ás 01:00h 🕐 e vai até 10:00h 🕙 da manhã.<br>*Logo após aquela praia 🏖 pra relaxar no domingão <br>*Não deixe pra última hora, garanta ja sua passagem 🎟<br>Contato e informações:<br>(32) 99161-4642 - Pedro<br>(32) 99103-8888 -Matheus<br>Curta nossa página no facebook e fique por dentro de todas a excursão:",,https://www.facebook.com/events/1100263733485094,,,,
"Exibição de ""A Dama Misteriosa"" (The Mysterious Lady, 1928)","Cinemateca do MAM: Av. Infante Dom Henrique, 85 - Praia do Flamengo, Rio de Janeiro, Rio de Janeiro, Rio de Janeiro",['2019-01-17 06:30:00'],Cineclube Retrolâmpago de Amor Visual,['Cineclube Retrolâmpago de Amor Visual'],"Primeira Sessão Retrolâmpago na Cinemateca do MAM: Exibição em DVD do filme ""A Dama Misteriosa"" (""The Mysterious Lady"", 1928), dirigido por Fred Niblo, roteiro de Bess Meredyth com colaboração não-creditada de Frances Marion, estrelado por Greta Garbo e Conrad Nagel.<br>Antes da exibição, teremos uma breve conversa sobre o filme e seu contexto de recepção no Rio de Janeiro e nos Estados Unidos quando de seu lançamento. Após a exibição, sorteio de dois cartazes do filme.<br>Haverá também distribuição de folhetos impressos informativos, antes do início da sessão. Sessão gratuita.<br>Endereço: Cinemateca do MAM (Auditório) - Av Infante Dom Henrique, 85, Parque do Flamengo, Rio de Janeiro.",['Film'],https://www.facebook.com/events/1942770949152174,,,,
Studio Nº7 : The Rock Bar presents: Los Hermanos Tribute,"Rua Jardim Botânico, 1.011, 22411-072 Rio de Janeiro, Rio de Janeiro",['2019-01-26 08:00:00'],The Rock Bar : Jockey Club,['The Rock Bar : Jockey Club'],"Studio N°7: The Rock Bar apresenta:<br>Los Hermanos Tribute w/ Especial Los Hermanos Band<br>Sáb .26. Janeiro - 20h<br>.<br>______<br>Reservas e aniversários:<br>---------------------------------<br>therockbarrj@gmail.com (email)<br>______<br>.<br>.<br>Seja bem vindo ao The Rock Bar! Uma experiência única no Jockey Club, no coração de um dos maiores cartões postais do Rio de Janeiro e acesso GRATUITO a todos, de 24 de Dezembro a 10 de Março ;)<br>.<br>-----<br>.<br>A nova Temporada de Verão do The Rock Bar chegou para aquecer ainda mais essa estação que pega fogo de verdade!!!<br>Serão 3 meses com as nossas noites de Rock'N'Roll de volta!!<br>.<br>.<br>Ô Anna Juliaaa...<br>.<br>Hoje é dia de se jogar na pista ao som de muito LOS HERMANOS!!<br>Com um rock super alternativo, a noite promete ser muito divertida e com um clima super descontraído!!<br>.<br>A Banda Especial Los Hermanos é quem será a responsável por levar alegria em forma de música para a pista!!<br>.<br>E como sábado não é dia de ir embora cedo, o DJ Careca, continua agitando a pista logo após o show!!<br>Esperamos por você!<br>.<br>.<br>O The Rock Bar fica na Rua Jardim Botânico, 1.011, Espaço ExC. (Dentro do Jockey Club).<br>.<br>*Sujeito a consumação mínima á partir de 1:30h.<br>______<br>.<br>É PROIBIDO: CAMISA REGATA, CHINELO, CAMISA DE TIME<br>O The Rock Bar, a moda, o bom senso e até o futuro amor da sua vida agradecem a compreensão. Proibido para Menores de 18 Anos.",['Party'],https://www.facebook.com/events/362442237823150,,,,
Canções Sem Letras - Alex Meirelles e Chico Costa,"Visconde de Silva, 55 - Botafogo, 22271091 Rio de Janeiro, Rio de Janeiro",['2019-01-30 08:00:00'],Audio Rebel,"['Canções sem Letras', 'LV Comunicações']","               Canções sem Letras é o encontro de Alex Meirelles, compositor, arranjador e tecladista, com Chico Costa, saxofonista e intérprete, em torno das composições instrumentais de Alex Meirelles. <br>              <br>                São músicas que evidenciam melodias românticas, vestidas com sofisticadas harmonias e suave ambientação sonora.  <br>                <br>                 A interpretação dos temas por Chico Costa - nos saxofones tenor, alto e soprano – é sensível, respeitando a vasta riqueza melódica - fundamento do trabalho. Alex Meirelles supre a base instrumental com seus teclados, tecendo com belos timbres a harmonia e as linhas de baixo.<br>               <br>                  O repertório é composto por temas como “Sereia do Leblon”, “Duas Asas Delta”, “English Lavender”, “A Volta” entre outras composições inéditas de Alex Meirelles . O concerto é suave, convidando a todos para uma viagem musical tranquila e relaxante.  Duração de aproximadamente 60 minutos.","['Music', 'Brazilian music', 'Cool jazz']",https://www.facebook.com/events/1230050987146231,,,,
Tyaro_Caboclo Sereia _ 2° show de lançamento,"Rua Conde de Bonfim, 824, 20530-002 Rio de Janeiro, Rio de Janeiro",['2019-01-18 08:00:00'],Centro da Música Carioca Artur da Távola,"['etnohaus', 'TYARO']","Dando continuidade aos trabalhos de lançamento do Caboclo Sereia, primeiro disco do cantor, compositor e bailarino Tyaro, temos a imensa alegria de convidar a todos para mais uma noite especial, a primeira de 2019, no <br>.<br>Alôu Tijuca estamos chegando com tudo! ♥<br>CabocloSereia é um espetáculo multilinguagem concebido para refletir as diferentes facetas de Tyaro. Acompanhado dos músicos, Pedro Rondon (baixo e produção musical) , Dudu Souto (violão) , Pedro Fonseca (teclado) e Lourenço Vasconcellos (bateria), os mesmos que gravaram o disco. A noite vai contar com participações mais que especiais de Blackyva e Dofono D'Omolu, que também fizeram parte do disco, e do bailarino Elton Sacramento e do artista multidão Rona Neves. O espetáculo está sendo construído como um grande ritual de imersão musical, em que a música é a linguagem central que conduz o roteiro do show, inspirado nas trajetórias humanas em sua jornada de autoconhecimento.<br> <br>O projeto, feito por muitas mãos e corações, e produzido de forma totalmente inter-independente em parceria com a etnohaus foi realizado através de financiamento coletivo contando com a colaboração de cerca de 300 pessoas, entre colaboradores e apoiadores da campanha! Nossa gratidão eterna a todos que somaram ! <br>São tempos difíceis , e por força do destino esse disco está vindo ao mundo justamente na semana seguinte da eleição mais crítica e crucial do país nos últimos tempos. Não sabemos o que estar por vir, mas ainda assim acreditamos que Caboclo Sereia é um grito de afirmação do amor e de resistência de  todos os seres sem distinção e opressão. É um chamado de proteção às forças das natureza, das plantas, das águas e dos nossos ancestrais , ao mesmo tempo que é uma flecha apontada para a transformação do novo, potência da rua, dos encontros e da arte !!<br><<<< SERVIÇO >>>><br>Show do disco Caboclo Sereia _ TYARO<br>18/01 _ 20HRS_ <br>_ Rua Conde de Bonfim, 824_Rio de Janeiro<br>R$30 _ inteira<br>R$15 _ meia / moradores do Rio de Janeiro, estudantes, idosos.<br><<<< FICHA TÉCNICA >>>> <br>Produção _ Nana Orlandi e Lina Miguel _ etnohaus<br>Direção Artística _ Saulo Rocha<br>Produção Musical _ Pedro Rondon<br>Direção de Arte _ Rona Neves<br>Direção de Movimento _ Elton Sacramento<br>Designer Gráfico _ Nicolas Martins<br>Fotos de Divulgação _ Helena Cooper<br>Captação de Apoio _ Luiza Silveira<br>Direção geral _ Tyaro",['Music'],https://www.facebook.com/events/306826013290287,,,,
